UMLS_drugname,UMLS_pt,a,drug_total,b,pt_total,c,d,PRR
lisinopril,Operation on bone,6,22774,22768,24,18,399043,4.6316211349262115
lisinopril,Operation on gallbladder,3,22774,22771,17,14,399047,3.269003143833617
lisinopril,Oral Surgical Procedures,2,22774,22772,8,6,399055,4.630983225013174
lisinopril,Oral administration complication,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Oropharyngeal swelling,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Osteitis,3,22774,22771,6,3,399058,9.262417109481358
lisinopril,Pain in coccyx,4,22774,22770,5,1,399060,14.820553359683796
lisinopril,Pain of skin,2,22774,22772,7,5,399056,5.292564803894507
lisinopril,Pancreatectomy,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Pancreatic Ductal Adenocarcinoma,7,22774,22767,21,14,399047,6.1758100174228785
lisinopril,Pancreatic duct dilatation,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Pancreaticoduodenectomy,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Pancreatitis Necrotizing,2,22774,22772,7,5,399056,5.292564803894507
lisinopril,Parainfluenza Virus Infections,2,22774,22772,11,9,399052,3.3679638471488116
lisinopril,Paroxysmal nocturnal hemoglobinuria,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Partitioning of stomach using band,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Patient Non-Compliance,2,22774,22772,7,5,399056,5.292564803894507
lisinopril,Pelvic abscess,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Penile swelling,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Peptic ulcer helicobacter,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Perineal infection,3,22774,22771,13,10,399051,4.274890802403867
lisinopril,Peripheral nerve lesion,5,22774,22769,28,23,399038,3.308124141219578
lisinopril,Phonophobia,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Pili incarnati (disorder),3,22774,22771,18,15,399046,3.087384538813988
lisinopril,Piloerection,7,22774,22767,40,33,399028,3.2421542144331705
lisinopril,Pleural Tuberculosis,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Polyarthritis,5,22774,22769,25,20,399041,3.705125389784356
lisinopril,Polyp of vocal cord,4,22774,22770,15,11,399050,4.9400673400673405
lisinopril,Post-Traumatic Stress Disorder,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Postmenopausal bleeding,2,22774,22772,6,4,399057,6.174673575736284
lisinopril,Postoperative retention of urine,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Prescribed overdose,68,22774,22706,253,185,398876,4.99033634612432
lisinopril,Priapism,2,22774,22772,11,9,399052,3.3679638471488116
lisinopril,Product name confusion,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Prostate specific antigen above reference range,2,22774,22772,10,8,399053,3.704769014579308
lisinopril,Pruritus allergic,2,22774,22772,6,4,399057,6.174673575736284
lisinopril,Pruritus of genital organs,3,22774,22771,14,11,399050,3.969532048909327
lisinopril,Psychiatric symptom,2,22774,22772,7,5,399056,5.292564803894507
lisinopril,Psychomotor Impairment,5,22774,22769,27,22,399039,3.430655390776608
lisinopril,Psychomotor skills impaired,2,22774,22772,11,9,399052,3.3679638471488116
lisinopril,Pulmonary Edema,3,22774,22771,15,12,399049,3.7048877958807256
lisinopril,Pulmonary Fibrosis,4,22774,22770,24,20,399041,3.0874762113892547
lisinopril,Pulmonary Fistula,3,22774,22771,14,11,399050,3.969532048909327
lisinopril,Pulmonary Hypertension,9,22774,22765,44,35,399026,3.789827885709722
lisinopril,Puncture site induration,4,22774,22770,19,15,399046,3.900016180107713
lisinopril,Reaction to previous exposure to any vaccine,2,22774,22772,5,3,399058,7.409625856314773
lisinopril,Red blood cell morphology abnormal,7,22774,22767,32,25,399036,4.0527696336803265
lisinopril,Reflux laryngitis,3,22774,22771,16,13,399048,3.4733240744806992
lisinopril,Renal cancer metastatic,5,22774,22769,29,24,399037,3.194043322666481
lisinopril,Renin increased,2,22774,22772,5,3,399058,7.409625856314773
lisinopril,Repair of eyelid,4,22774,22770,10,6,399055,7.410188844971454
lisinopril,Respiratory fume inhalation disorder,2,22774,22772,5,3,399058,7.409625856314773
lisinopril,Respiratory tract infection viral,3,22774,22771,6,3,399058,9.262417109481358
lisinopril,Retinal Degeneration,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Retinal vascular thrombosis,2,22774,22772,8,6,399055,4.630983225013174
lisinopril,Rheumatoid Arthritis,11,22774,22763,47,36,399025,4.336701683676664
lisinopril,Rheumatoid Factor Measurement,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Rhinalgia,4,22774,22770,23,19,399042,3.221721945351435
lisinopril,Sarcoma,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Schnitzler Syndrome,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Secretion discharge,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Self Medication,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Senile purpura,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,"Shock, Traumatic",2,22774,22772,6,4,399057,6.174673575736284
lisinopril,Sinoatrial Block,4,22774,22770,19,15,399046,3.900016180107713
lisinopril,Sinus operation,3,22774,22771,9,6,399055,6.174900824147673
lisinopril,Skin discomfort,4,22774,22770,16,12,399049,4.631302151954325
lisinopril,Skin lesion,5,22774,22769,28,23,399038,3.308124141219578
lisinopril,Skin neoplasm bleeding,5,22774,22769,16,11,399050,5.789381944749439
lisinopril,"Skull Fracture, Basilar",1,22774,22773,5,4,399057,3.704650243709656
lisinopril,"Sleep Disorders, Circadian Rhythm",3,22774,22771,13,10,399051,4.274890802403867
lisinopril,Slow respiration,3,22774,22771,8,5,399056,6.946779895481094
lisinopril,Small cell lung cancer extensive stage,2,22774,22772,8,6,399055,4.630983225013174
lisinopril,Somnambulism,3,22774,22771,16,13,399048,3.4733240744806992
lisinopril,Speech Disorders,3,22774,22771,15,12,399049,3.7048877958807256
lisinopril,Spermatozoa abnormal,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Spinal Cord Neoplasms,4,22774,22770,8,4,399057,9.262779973649538
lisinopril,Spinal stenosis of lumbar region,3,22774,22771,9,6,399055,6.174900824147673
lisinopril,Splenic vein thrombosis,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Sputum retention,3,22774,22771,8,5,399056,6.946779895481094
lisinopril,Status Epilepticus,3,22774,22771,7,4,399057,7.939195844338349
lisinopril,Stent-graft endoleak,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Stricture of artery,16,22774,22758,97,81,398980,3.0567286636714583
lisinopril,Sudden onset of sleep,6,22774,22768,29,23,399038,3.8330203310150965
lisinopril,Suicidal behavior,2,22774,22772,7,5,399056,5.292564803894507
lisinopril,Superficial injury of eye,3,22774,22771,17,14,399047,3.269003143833617
lisinopril,Surgical procedure on eye proper,2,22774,22772,12,10,399051,3.0872928742900636
lisinopril,Swelling at injection site,8,22774,22766,40,32,399029,3.705481858912414
lisinopril,Talipes,3,22774,22771,8,5,399056,6.946779895481094
lisinopril,Tenalgia,4,22774,22770,19,15,399046,3.900016180107713
lisinopril,Tendon Injuries,4,22774,22770,19,15,399046,3.900016180107713
lisinopril,Therapeutic response unexpected,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Tongue Diseases,70,22774,22704,428,358,398703,3.035663566220782
lisinopril,Troponin I increased,7,22774,22767,35,28,399033,3.705363025431546
lisinopril,Tumor necrosis,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Tumour ulceration,2,22774,22772,7,5,399056,5.292564803894507
lisinopril,Ulcer of esophagus,2,22774,22772,11,9,399052,3.3679638471488116
lisinopril,Ulcer of pharynx,2,22774,22772,11,9,399052,3.3679638471488116
lisinopril,Underweight,2,22774,22772,10,8,399053,3.704769014579308
lisinopril,Unevaluable event,2,22774,22772,10,8,399053,3.704769014579308
lisinopril,Upper abdominal pain,4,22774,22770,16,12,399049,4.631302151954325
lisinopril,Urgency of micturition,6,22774,22768,29,23,399038,3.8330203310150965
lisinopril,Urine alcohol test positive,5,22774,22769,18,13,399048,5.146092884575031
lisinopril,Uterine Cancer,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Vaginal Hemorrhage,11,22774,22763,51,40,399021,3.996530317086638
lisinopril,Vascular System Injuries,1,22774,22773,5,4,399057,3.704650243709656
lisinopril,Ventricular hypertrophy,7,22774,22767,26,19,399042,4.988095117427045
lisinopril,Vitamin B6 decreased,3,22774,22771,8,5,399056,6.946779895481094
lisinopril,Vocal Cord Paralysis,3,22774,22771,8,5,399056,6.946779895481094
lisinopril,Vulvovaginal pruritus,4,22774,22770,22,18,399043,3.3681718369465408
lisinopril,Walking disability,1,22774,22773,6,5,399056,3.08720121781642
lisinopril,Wide QRS complex,3,22774,22771,15,12,399049,3.7048877958807256
lisinopril,Winged scapula,2,22774,22772,5,3,399058,7.409625856314773
lisinopril,Wound discharge finding,4,22774,22770,11,7,399054,6.736519343633968
lisinopril,X-ray of pelvis and hip abnormal,2,22774,22772,9,7,399054,4.116419774772138
lisinopril,bite injury,329,22774,22445,1079,750,398311,5.715907095317542
lisinopril,c-ANCA positive,5,22774,22769,29,24,399037,3.194043322666481
lisinopril,muscle injury,18,22774,22756,106,88,398973,3.147053897458518
losartan,Abnormal urine,2,17043,17041,11,9,404783,4.5006321652058405
losartan,Abruptio Placentae,2,17043,17041,14,12,404780,3.536185837517919
losartan,Abscess bacterial,1,17043,17042,6,5,404787,4.125386300512459
losartan,Absent response to treatment,1,17043,17042,5,4,404788,4.950475296326723
losartan,Accident while engaged in work-related activity,1,17043,17042,8,7,404785,3.094025055744631
losartan,Achromia of skin,3,17043,17040,23,20,404772,3.2288120024494793
losartan,Acquired hemophilia,1,17043,17042,8,7,404785,3.094025055744631
losartan,Acquired ventricular septal defect,1,17043,17042,5,4,404788,4.950475296326723
losartan,Acrochordon excision,6,17043,17037,47,41,404751,3.160490496903485
losartan,Actinic keratosis,4,17043,17039,22,18,404774,4.501043061639341
losartan,Acute osteomyelitis,1,17043,17042,8,7,404785,3.094025055744631
losartan,"Adenocarcinoma of lung, stage I",1,17043,17042,5,4,404788,4.950475296326723
losartan,Amaurosis,1,17043,17042,5,4,404788,4.950475296326723
losartan,Amputation of hand (procedure),1,17043,17042,6,5,404787,4.125386300512459
losartan,"Angina Pectoris, Variant",4,17043,17039,31,27,404765,3.194220469548985
losartan,Angioplasty renal artery,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Ankylosing spondylitis,3,17043,17040,13,10,404782,5.712648970747562
losartan,Anorectal Diseases,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Appendicitis,15,17043,17028,104,89,404703,3.5721509595056102
losartan,Application site discolouration,2,17043,17041,7,5,404787,7.072489039040297
losartan,Application site edema,2,17043,17041,11,9,404783,4.5006321652058405
losartan,Application site rash,4,17043,17039,28,24,404768,3.5364835293821733
losartan,Application site reaction,2,17043,17041,16,14,404778,3.0941479373276217
losartan,Arnold Chiari Malformation,3,17043,17040,17,14,404778,4.368454846727424
losartan,Arthroscopy,4,17043,17039,23,19,404773,4.305335330456727
losartan,Aspartate aminotransferase abnormal,1,17043,17042,6,5,404787,4.125386300512459
losartan,Atrial Premature Complexes,1,17043,17042,5,4,404788,4.950475296326723
losartan,Benign Prostatic Hyperplasia,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Benign mucous membrane pemphigoid with ocular involvement,2,17043,17041,6,4,404788,8.25125677288109
losartan,Biliary Tract Surgical Procedures,1,17043,17042,5,4,404788,4.950475296326723
losartan,Biopsy lymph gland abnormal,3,17043,17040,9,6,404786,8.251682316118936
losartan,Bladder hemorrhage,2,17043,17041,7,5,404787,7.072489039040297
losartan,Bleeding esophageal varices,1,17043,17042,8,7,404785,3.094025055744631
losartan,Bleeding ulcer,5,17043,17038,30,25,404767,4.126120045388738
losartan,Blood 25-hydroxycholecalciferol decreased,8,17043,17035,59,51,404741,3.3572037629407054
losartan,Blood blister,1,17043,17042,6,5,404787,4.125386300512459
losartan,Blood lactate dehydrogenase increased,3,17043,17040,22,19,404773,3.3755841869398204
losartan,Blood lactic acid,2,17043,17041,8,6,404786,6.188413238659703
losartan,Blood parathyroid hormone decreased,1,17043,17042,5,4,404788,4.950475296326723
losartan,Blood pressure orthostatic decreased,1,17043,17042,5,4,404788,4.950475296326723
losartan,Body fat disorder,1,17043,17042,5,4,404788,4.950475296326723
losartan,Brachial radiculitis,1,17043,17042,8,7,404785,3.094025055744631
losartan,Breast cancer stage III,1,17043,17042,8,7,404785,3.094025055744631
losartan,Breast hyperplasia,1,17043,17042,8,7,404785,3.094025055744631
losartan,Bromhidrosis,1,17043,17042,7,6,404786,3.536037017787986
losartan,Bronchopulmonary disease,1,17043,17042,5,4,404788,4.950475296326723
losartan,Bullous Dermatitis,1,17043,17042,8,7,404785,3.094025055744631
losartan,CSF test abnormal,1,17043,17042,6,5,404787,4.125386300512459
losartan,Candida sepsis,2,17043,17041,11,9,404783,4.5006321652058405
losartan,Carbohydrate antigen 15-3 increased,1,17043,17042,7,6,404786,3.536037017787986
losartan,Cardiac neoplasm unspecified,2,17043,17041,15,13,404779,3.30043229074976
losartan,Carotid artery occlusion,1,17043,17042,7,6,404786,3.536037017787986
losartan,Catheter site mass,5,17043,17038,5,0,404792,24.758187580701957
losartan,Celiac Disease,1,17043,17042,6,5,404787,4.125386300512459
losartan,Cerebral Arteriosclerosis,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Cerebral arterial thrombosis,4,17043,17039,10,6,404786,9.902576442279477
losartan,Cerebral cyst,8,17043,17035,52,44,404748,3.809198256982232
losartan,Cerebral ventricle dilatation,1,17043,17042,6,5,404787,4.125386300512459
losartan,Cerebrovascular Disorders,1,17043,17042,5,4,404788,4.950475296326723
losartan,Cerebrovascular Insufficiency,2,17043,17041,16,14,404778,3.0941479373276217
losartan,Cervical abscess,1,17043,17042,5,4,404788,4.950475296326723
losartan,Cheilitis,6,17043,17037,46,40,404752,3.229204468024836
losartan,Chronic glomerulonephritis,1,17043,17042,7,6,404786,3.536037017787986
losartan,Colonic Neoplasms,3,17043,17040,23,20,404772,3.2288120024494793
losartan,Colonoscopy abnormal,1,17043,17042,8,7,404785,3.094025055744631
losartan,Complex Regional Pain Syndromes,2,17043,17041,9,7,404785,5.500798727252573
losartan,Continuous hemodiafiltration,1,17043,17042,7,6,404786,3.536037017787986
losartan,Contracture,1,17043,17042,6,5,404787,4.125386300512459
losartan,Crystal Arthropathies,3,17043,17040,9,6,404786,8.251682316118936
losartan,Cyanosis,4,17043,17039,11,7,404785,9.002320878839454
losartan,Cyst of thyroid,1,17043,17042,8,7,404785,3.094025055744631
losartan,Cytokine Release Syndrome,1,17043,17042,8,7,404785,3.094025055744631
losartan,Cytokine Storm,1,17043,17042,7,6,404786,3.536037017787986
losartan,Dark circles under eyes,6,17043,17037,24,18,404774,6.189631390503022
losartan,Deafness,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Decreased therapeutic response,1,17043,17042,8,7,404785,3.094025055744631
losartan,Decreased thyroxine level,7,17043,17036,40,33,404759,4.332831944118338
losartan,Deficiency of testosterone biosynthesis,1,17043,17042,5,4,404788,4.950475296326723
losartan,Deformity of knee joint,5,17043,17038,41,36,404756,3.019033494713395
losartan,Dentin Sensitivity,5,17043,17038,28,23,404769,4.420863867321785
losartan,Dermatologic disorders,5,17043,17038,34,29,404763,3.6406596327931338
losartan,Device malfunction,59,17043,16984,428,369,404423,3.4203457294606023
losartan,Diabetes mellitus inadequate control,1,17043,17042,8,7,404785,3.094025055744631
losartan,Diabetic Neuropathies,1,17043,17042,6,5,404787,4.125386300512459
losartan,Dilatation of pulmonary artery (disorder),1,17043,17042,7,6,404786,3.536037017787986
losartan,Diplopia,1,17043,17042,7,6,404786,3.536037017787986
losartan,Discharge from eye,3,17043,17040,24,21,404771,3.0942708333333333
losartan,Disease Progression,8,17043,17035,47,39,404753,4.214482073827976
losartan,Disorder of vein,18,17043,17025,99,81,404711,4.50392203978107
losartan,"Disruptive, Impulse Control, and Conduct Disorders",7,17043,17036,56,49,404743,3.0947625616341865
losartan,Dizziness,6,17043,17037,25,19,404773,5.942032047895756
losartan,Documented hypersensitivity to administered drug,1,17043,17042,5,4,404788,4.950475296326723
losartan,Drug action increased,9,17043,17034,52,43,404749,4.285599615249139
losartan,Drug resistance,3,17043,17040,11,8,404784,6.751344430217669
losartan,Drug screen false positive,1,17043,17042,5,4,404788,4.950475296326723
losartan,Dysesthesia,1,17043,17042,7,6,404786,3.536037017787986
losartan,Dysgraphia,37,17043,17006,248,211,404581,3.6985805294526033
losartan,Dyslipidemias,2,17043,17041,11,9,404783,4.5006321652058405
losartan,Ear discharge,2,17043,17041,16,14,404778,3.0941479373276217
losartan,Edema of eyelid,3,17043,17040,14,11,404781,5.3045900402414485
losartan,Electrocardiogram QT borderline prolonged,1,17043,17042,7,6,404786,3.536037017787986
losartan,Electrocardiogram R on T phenomenon,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Encopresis (finding),2,17043,17041,7,5,404787,7.072489039040297
losartan,Erythema Nodosum,1,17043,17042,6,5,404787,4.125386300512459
losartan,Erythrocyte sedimentation rate raised,2,17043,17041,6,4,404788,8.25125677288109
losartan,Erythropenia,1,17043,17042,8,7,404785,3.094025055744631
losartan,Exfoliative dermatitis,1,17043,17042,5,4,404788,4.950475296326723
losartan,Extraction of wisdom tooth,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Extravasation,3,17043,17040,19,16,404776,3.9085989621942177
losartan,Eye Infection,4,17043,17039,29,25,404767,3.4145277264531066
losartan,Eye allergy,3,17043,17040,11,8,404784,6.751344430217669
losartan,Facet joint pain,3,17043,17040,24,21,404771,3.0942708333333333
losartan,"Fasciitis, Plantar",2,17043,17041,8,6,404786,6.188413238659703
losartan,Febrile infection,2,17043,17041,16,14,404778,3.0941479373276217
losartan,Feeding Disorders,1,17043,17042,5,4,404788,4.950475296326723
losartan,Fetal Growth Retardation,4,17043,17039,13,9,404783,7.617312319700958
losartan,Flail Chest,1,17043,17042,8,7,404785,3.094025055744631
losartan,Flatulence,15,17043,17028,121,106,404686,3.070154747552403
losartan,Foaming at mouth,4,17043,17039,30,26,404766,3.300702310385977
losartan,Focal Infection,3,17043,17040,13,10,404782,5.712648970747562
losartan,Focal glomerulosclerosis,1,17043,17042,7,6,404786,3.536037017787986
losartan,Folic Acid Deficiency,3,17043,17040,15,12,404780,4.950938967136151
losartan,Food intolerance (disorder),12,17043,17031,80,68,404724,3.714593975691386
losartan,"Fracture Fixation, Internal",2,17043,17041,16,14,404778,3.0941479373276217
losartan,Fracture of clavicle,2,17043,17041,9,7,404785,5.500798727252573
losartan,Freckles,1,17043,17042,5,4,404788,4.950475296326723
losartan,Fungal pneumonia,1,17043,17042,8,7,404785,3.094025055744631
losartan,Gastric hypermotility,1,17043,17042,7,6,404786,3.536037017787986
losartan,Gastrointestinal perforation,1,17043,17042,5,4,404788,4.950475296326723
losartan,Gastrooesophageal sphincter insufficiency,3,17043,17040,18,15,404777,4.1257531298904535
losartan,Gingival Diseases,2,17043,17041,15,13,404779,3.30043229074976
losartan,Globulin below reference range,2,17043,17041,9,7,404785,5.500798727252573
losartan,Glycosuria,1,17043,17042,8,7,404785,3.094025055744631
losartan,Good neonatal condition at birth,5,17043,17038,21,16,404776,5.8945829769870155
losartan,Graft versus host disease in liver,1,17043,17042,8,7,404785,3.094025055744631
losartan,Guilt,1,17043,17042,5,4,404788,4.950475296326723
losartan,Haematidrosis,2,17043,17041,11,9,404783,4.5006321652058405
losartan,Hair Diseases,2,17043,17041,10,8,404784,4.9507071181268705
losartan,Heart valve disease,2,17043,17041,9,7,404785,5.500798727252573
losartan,Hematemesis,5,17043,17038,40,35,404757,3.094516668623078
losartan,Hepatectomy,1,17043,17042,7,6,404786,3.536037017787986
losartan,Hepatic Veno-Occlusive Disease,1,17043,17042,6,5,404787,4.125386300512459
losartan,Hepatic calcification,2,17043,17041,9,7,404785,5.500798727252573
losartan,Hepatitis,1,17043,17042,6,5,404787,4.125386300512459
losartan,Hepatorenal Syndrome,2,17043,17041,12,10,404782,4.125569704438315
losartan,Hernia pain,3,17043,17040,13,10,404782,5.712648970747562
losartan,Hyperglycaemic seizure,1,17043,17042,8,7,404785,3.094025055744631
losartan,Hypertrophy of submaxillary gland,1,17043,17042,5,4,404788,4.950475296326723
losartan,Hypocholesterolemia,2,17043,17041,8,6,404786,6.188413238659703
losartan,Hypogammaglobulinemia,1,17043,17042,6,5,404787,4.125386300512459
losartan,Hypoglycemic seizures,1,17043,17042,5,4,404788,4.950475296326723
losartan,Hyporesponsive to stimuli,1,17043,17042,6,5,404787,4.125386300512459
losartan,Ileocolectomy,2,17043,17041,11,9,404783,4.5006321652058405
losartan,Immobile,1,17043,17042,5,4,404788,4.950475296326723
losartan,Impaired self-care,1,17043,17042,5,4,404788,4.950475296326723
losartan,Increased therapeutic response,5,17043,17038,11,6,404786,11.253561557587851
losartan,Infection causing abscess of colon,1,17043,17042,7,6,404786,3.536037017787986
losartan,Infection of uterus,1,17043,17042,5,4,404788,4.950475296326723
losartan,Infectious Lung Disorder,3,17043,17040,16,13,404779,4.641494278169014
losartan,Infiltrating duct carcinoma,1,17043,17042,6,5,404787,4.125386300512459
losartan,Inflammatory polyposis of intestine,1,17043,17042,5,4,404788,4.950475296326723
losartan,Infusion site erythema,2,17043,17041,8,6,404786,6.188413238659703
losartan,Infusion site thrombosis,1,17043,17042,6,5,404787,4.125386300512459
losartan,Inguinal pain,4,17043,17039,19,15,404777,5.211771138039358
losartan,Injury of gallbladder,1,17043,17042,5,4,404788,4.950475296326723
losartan,Injury of pharynx,1,17043,17042,6,5,404787,4.125386300512459
losartan,Insulin-like growth factor increased,1,17043,17042,5,4,404788,4.950475296326723
losartan,Intentional underdose,6,17043,17037,10,4,404788,14.855608381757351
losartan,Intestinal Volvulus,3,17043,17040,24,21,404771,3.0942708333333333
losartan,Intraductal papilloma of breast,1,17043,17042,6,5,404787,4.125386300512459
losartan,Involuntary muscle contraction,7,17043,17036,52,45,404747,3.3328528274965232
losartan,Lacrimation decreased,2,17043,17041,12,10,404782,4.125569704438315
losartan,Legionnaires' Disease,1,17043,17042,7,6,404786,3.536037017787986
losartan,Leukostasis,1,17043,17042,6,5,404787,4.125386300512459
losartan,Lichen Planus,4,17043,17039,21,17,404775,4.715389624363155
losartan,Lip haemorrhage,1,17043,17042,7,6,404786,3.536037017787986
losartan,Lipid above reference range,3,17043,17040,20,17,404775,3.7131602112676054
losartan,Lyme Disease,6,17043,17037,48,42,404750,3.094639607912191
losartan,Malaria,1,17043,17042,6,5,404787,4.125386300512459
losartan,Malignant Bone Neoplasm,6,17043,17037,33,27,404765,4.5014540545443875
losartan,Malignant Vaginal Neoplasm,1,17043,17042,8,7,404785,3.094025055744631
losartan,Malignant neoplasm of female breast,2,17043,17041,9,7,404785,5.500798727252573
losartan,Malignant neoplasm of gallbladder,1,17043,17042,5,4,404788,4.950475296326723
losartan,Malignant neoplasm of kidney,1,17043,17042,5,4,404788,4.950475296326723
losartan,Malignant neoplasm of stomach,1,17043,17042,6,5,404787,4.125386300512459
losartan,Malignant tumor of parathyroid gland,1,17043,17042,7,6,404786,3.536037017787986
losartan,Manipulation of joint - non-surgical,1,17043,17042,7,6,404786,3.536037017787986
losartan,"Mastocytosis, Systemic",1,17043,17042,6,5,404787,4.125386300512459
losartan,Medical device removal,1,17043,17042,7,6,404786,3.536037017787986
losartan,Memory impairment,10,17043,17033,77,67,404725,3.2157439226070705
losartan,Mental status changes postoperative,1,17043,17042,8,7,404785,3.094025055744631
losartan,Mesenteric vascular insufficiency,1,17043,17042,7,6,404786,3.536037017787986
losartan,Metastases to abdominal cavity,2,17043,17041,10,8,404784,4.9507071181268705
losartan,Metastatic malignant neoplasm to bone,5,17043,17038,25,20,404772,4.951402746801268
losartan,Middle insomnia,24,17043,17019,156,132,404660,3.811839256577491
losartan,Mixed liver injury,1,17043,17042,7,6,404786,3.536037017787986
losartan,Mucosal discolouration,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Muscle Fatigue,1,17043,17042,8,7,404785,3.094025055744631
losartan,Mycobacterial peritonitis,2,17043,17041,6,4,404788,8.25125677288109
losartan,Nail discomfort,1,17043,17042,8,7,404785,3.094025055744631
losartan,Nasal Polyp,4,17043,17039,26,22,404770,3.8085387820700927
losartan,Needle issue,11,17043,17032,59,48,404744,4.616968259149278
losartan,Neonatal Abstinence Syndrome,3,17043,17040,24,21,404771,3.0942708333333333
losartan,Nephrotic Syndrome,3,17043,17040,5,2,404790,14.853169014084507
losartan,Nicotine Dependence,3,17043,17040,20,17,404775,3.7131602112676054
losartan,Nocturnal dyspnea,1,17043,17042,7,6,404786,3.536037017787986
losartan,Noncompliance with dietary regimen,1,17043,17042,6,5,404787,4.125386300512459
losartan,Obstruction of salivary duct,1,17043,17042,8,7,404785,3.094025055744631
losartan,Operation on eyelid,1,17043,17042,7,6,404786,3.536037017787986
losartan,Operation on urinary bladder,1,17043,17042,5,4,404788,4.950475296326723
losartan,Optic Atrophy,14,17043,17029,94,80,404712,3.6885600658701114
losartan,Oral infection,7,17043,17036,43,36,404756,4.030512676302441
losartan,Oral mucosal erythema,3,17043,17040,24,21,404771,3.0942708333333333
losartan,Oral pain,5,17043,17038,39,34,404758,3.1738707745281283
losartan,Organizing Pneumonia,1,17043,17042,5,4,404788,4.950475296326723
losartan,Orgasmic Disorder,1,17043,17042,7,6,404786,3.536037017787986
losartan,Pancreatic enlargement,2,17043,17041,13,11,404781,3.8082091607119484
losartan,Papillary thyroid carcinoma,2,17043,17041,15,13,404779,3.30043229074976
losartan,Parainfluenza Virus Infections,3,17043,17040,11,8,404784,6.751344430217669
losartan,Paranasal sinus discomfort,1,17043,17042,7,6,404786,3.536037017787986
losartan,Parasite infestation,1,17043,17042,8,7,404785,3.094025055744631
losartan,Patient Non-Compliance,1,17043,17042,7,6,404786,3.536037017787986
losartan,Peptostreptococcus infection,1,17043,17042,6,5,404787,4.125386300512459
losartan,Percutaneous Coronary Intervention,1,17043,17042,6,5,404787,4.125386300512459
losartan,Performance status decreased,4,17043,17039,25,21,404771,3.960889723575327
losartan,Periodontal Diseases,1,17043,17042,6,5,404787,4.125386300512459
losartan,Peripheral Vascular Diseases,4,17043,17039,28,24,404768,3.5364835293821733
losartan,Peripheral artery restenosis,1,17043,17042,5,4,404788,4.950475296326723
losartan,Placental Insufficiency,2,17043,17041,15,13,404779,3.30043229074976
losartan,Pleural Tuberculosis,1,17043,17042,5,4,404788,4.950475296326723
losartan,Pleural infection bacterial,2,17043,17041,8,6,404786,6.188413238659703
losartan,Polymyalgia Rheumatica,6,17043,17037,43,37,404755,3.4545223733297292
losartan,Polypharmacy,2,17043,17041,16,14,404778,3.0941479373276217
losartan,Post procedural hemorrhage,1,17043,17042,8,7,404785,3.094025055744631
losartan,Post-Concussion Syndrome,4,17043,17039,31,27,404765,3.194220469548985
losartan,Post-traumatic neck syndrome,2,17043,17041,5,3,404789,9.9015316002582
losartan,Potentiating drug interaction,3,17043,17040,11,8,404784,6.751344430217669
losartan,Pre-Eclampsia,1,17043,17042,6,5,404787,4.125386300512459
losartan,Premature Cardiac Complex,3,17043,17040,14,11,404781,5.3045900402414485
losartan,Premature infant,4,17043,17039,20,16,404776,4.951170843359352
losartan,Prosthesis Implantation,1,17043,17042,8,7,404785,3.094025055744631
losartan,Pulmonary function test decreased,3,17043,17040,22,19,404773,3.3755841869398204
losartan,Pulmonary vasculitis,1,17043,17042,5,4,404788,4.950475296326723
